Year,State,Exam ,School_ID,Avg_marks,Min_marks,Max_marks,pass_percentage,Exam_comparison,Yearly_Improvement,Average_attendance,school_type
2023,Himachal Pradesh,Annual,109,67.88,35,92,88.3,4.9,4.4,92.3,Private
2023,Himachal Pradesh,Annual,109,70.91,31,92,55.76,1.3,4.3,94.3,Government
2023,Himachal Pradesh,Annual,109,82.08,69,91,73.72,4.9,3,99.3,Aided
2023,Himachal Pradesh,Annual,109,41.69,33,98,54.53,-2.6,3.8,83.1,Government
2023,Himachal Pradesh,Annual,109,89.37,58,87,92.9,4.4,3.2,90.8,Aided
2023,Himachal Pradesh,Annual,109,51.48,52,86,78.28,2,2.1,98,Aided
2023,Himachal Pradesh,Annual,109,46.89,56,90,63.66,-3.8,2.9,78.6,Government
2023,Himachal Pradesh,Annual,109,45.96,53,99,92.03,0.7,4.9,94.4,Government
2023,Himachal Pradesh,Annual,109,88.78,44,82,54.3,1.2,2.6,95.9,Aided
2023,Himachal Pradesh,Annual,109,45.39,42,90,57.01,2.7,3,75.4,Private
2023,Himachal Pradesh,Annual,109,86.36,53,87,69.37,2.7,3.3,83.2,Aided
2023,Himachal Pradesh,Annual,109,78.03,33,91,93.83,-2.6,3.1,81.7,Private
2023,Himachal Pradesh,Annual,109,45.87,44,81,87.22,3.8,4.4,84.7,Private
2023,Himachal Pradesh,Annual,109,40.06,31,87,56.45,0.1,2.4,78.1,Government
2023,Himachal Pradesh,Annual,109,90.13,49,91,86.6,-2.7,4.1,98,Aided
2023,Himachal Pradesh,Annual,109,82.55,59,95,89.76,-3.2,2.7,92.7,Government
2023,Himachal Pradesh,Annual,109,68.47,53,86,94.43,-1.5,2,88.7,Aided
2023,Himachal Pradesh,Annual,109,74.18,52,92,99.73,-2.6,3.4,75.9,Aided
2023,Himachal Pradesh,Annual,109,69.06,44,99,93.21,-3,4.4,96.1,Aided
2023,Himachal Pradesh,Annual,109,92.67,34,99,90.99,0,2.7,91.2,Government
2023,Himachal Pradesh,Annual,109,68.92,49,97,67.84,-2.6,4.4,84.2,Government
2023,Himachal Pradesh,Annual,109,57.26,54,93,55.51,-2.2,3.1,91.5,Private
2023,Himachal Pradesh,Annual,109,67.42,47,85,65.26,-2.7,2.8,75.5,Government
2023,Himachal Pradesh,Annual,109,65.15,42,98,76.48,-0.4,4.3,82.2,Government
2023,Himachal Pradesh,Annual,109,65.92,52,100,67.17,-0.6,2.1,88.9,Aided
2023,Himachal Pradesh,Annual,109,68.48,47,96,77.16,4.3,2.3,82,Aided
2023,Himachal Pradesh,Annual,109,83.69,42,94,89.11,-4.8,4.7,80.3,Private
2023,Himachal Pradesh,Annual,109,40.12,42,91,75.12,0.1,4,76,Government
2023,Himachal Pradesh,Annual,109,88.08,50,84,50.17,-3.8,4.1,93.6,Government
2023,Himachal Pradesh,Annual,109,69.08,55,80,56.03,3.3,2.5,85.1,Government
2023,Himachal Pradesh,Annual,109,90.84,52,86,65.59,-4.9,3.1,83.2,Aided
2023,Himachal Pradesh,Annual,109,75.7,46,83,82.06,0.7,2.7,87.5,Private
2023,Himachal Pradesh,Annual,109,51.64,66,96,79.99,2.9,4,90.5,Aided
2023,Himachal Pradesh,Annual,109,52.54,31,92,63.8,-0.1,3.7,97.8,Private
2023,Himachal Pradesh,Annual,109,80.43,67,84,92.95,0.1,3.6,85.5,Government
2023,Himachal Pradesh,Annual,109,94.28,30,97,62.79,3.9,4.3,94.8,Private
2023,Himachal Pradesh,Annual,109,41.97,60,85,80.05,-2.7,3.7,95.9,Aided
2023,Jharkhand,Quarterly,110,86.86,47,87,83.36,-4.5,2.4,81.3,Aided
2023,Jharkhand,Quarterly,110,70.04,64,82,85.91,4.2,2.5,84.6,Government
2023,Jharkhand,Quarterly,110,92.07,53,91,65.33,0.3,3.8,86.4,Aided
2023,Jharkhand,Quarterly,110,92.19,54,96,51.24,-0.8,3.9,96.8,Aided
2023,Jharkhand,Quarterly,110,62.34,68,90,52.13,-0.8,3.3,82.3,Aided
2023,Jharkhand,Quarterly,110,83.87,54,87,74.86,-4.1,4.5,81.2,Government
2023,Jharkhand,Quarterly,110,92.82,69,89,60.52,-1.9,3.5,84.8,Private
2023,Jharkhand,Quarterly,110,87.11,53,87,65.67,-4.7,4.6,97.2,Government
2023,Jharkhand,Quarterly,110,42.17,42,90,63.39,4.9,4.5,95.7,Government
2023,Jharkhand,Quarterly,110,91.45,33,80,72.78,3.2,3.6,77.4,Aided
2023,Jharkhand,Quarterly,110,60.24,50,84,79.06,1.2,4.1,93,Aided
2023,Jharkhand,Quarterly,110,53.94,42,96,82.57,2.7,4.3,79.3,Aided
2023,Jharkhand,Quarterly,110,74.27,58,81,78.93,-4.4,4.4,75.2,Private
2023,Jharkhand,Quarterly,110,86.23,48,82,52.67,-0.6,4.6,79.5,Aided
2023,Jharkhand,Quarterly,110,55.46,62,87,84.46,4.9,4.2,87.5,Aided
2023,Jharkhand,Quarterly,110,48.73,44,84,54.04,-3.9,3.1,80.6,Government
2023,Jharkhand,Quarterly,110,70.23,50,99,63.86,-0.8,2.5,79.6,Private
2023,Jharkhand,Quarterly,110,65.16,70,80,92.12,1.6,3.6,89.9,Government
2023,Jharkhand,Quarterly,110,81.84,30,91,63.19,1.8,2.7,95.6,Private
2023,Jharkhand,Quarterly,110,62.44,53,88,78.85,0.6,3.6,81.3,Private
2023,Jharkhand,Quarterly,110,45.74,40,87,96.02,-4.9,4,76.6,Private
2023,Jharkhand,Quarterly,110,56.42,48,98,94.68,-4.2,2.3,86.4,Private
2023,Jharkhand,Quarterly,110,65.65,57,98,94.21,-4.5,3.2,88.6,Aided
2023,Jharkhand,Quarterly,110,92.35,68,86,54.95,2.8,4.6,90.1,Aided
2023,Jharkhand,Quarterly,110,82.87,55,93,50.76,-1.2,2.7,98.9,Aided
2023,Jharkhand,Quarterly,110,93.17,43,92,71.25,3.7,3.9,75.6,Aided
2023,Jharkhand,Quarterly,110,44.54,65,96,75.64,2.7,3.9,79.3,Private
2023,Jharkhand,Quarterly,110,52.41,33,99,55.29,-2.9,4.9,76.9,Government
2023,Jharkhand,Quarterly,110,67.2,45,91,85.46,3.7,4.1,81.2,Aided
2023,Jharkhand,Quarterly,110,44.52,41,86,82.28,1.1,2.2,77.2,Private
2023,Jharkhand,Quarterly,110,67.3,38,82,78.21,-0.5,4.5,77.1,Private
2023,Jharkhand,Quarterly,110,91.31,47,97,89.2,2.3,4.2,88.4,Government
2023,Jharkhand,Quarterly,110,83.82,62,92,96.5,4.4,4.5,92.5,Aided
2023,Jharkhand,Quarterly,110,79.02,64,88,72.27,-0.5,2.3,82.3,Aided
2023,Jharkhand,Quarterly,110,79.98,51,82,94.21,3.3,4.6,79.6,Government
2023,Jharkhand,Quarterly,110,63.16,62,97,74.93,2.7,2.4,77.2,Aided
2023,Jharkhand,Quarterly,110,56.62,50,84,99.15,0.1,3.1,85.2,Private
2023,Jharkhand,Quarterly,110,82.27,36,95,80.04,2.7,2.5,90,Aided
2023,Jharkhand,Quarterly,110,69.95,41,94,56.97,-1.4,4,79.9,Aided
2023,Jharkhand,Quarterly,110,43.45,65,99,94.71,-4.3,4.2,86.3,Government
2023,Jharkhand,Quarterly,110,86.63,38,86,57.17,3.9,5,96,Private
2023,Jharkhand,Quarterly,110,91.79,42,87,64.9,-2.5,2.1,89.6,Government
2023,Jharkhand,Half Yearly,110,47.06,60,91,90.42,-3.8,3.1,87.1,Aided
2023,Jharkhand,Half Yearly,110,84.73,41,86,61.54,3.7,2,89.5,Aided
2023,Jharkhand,Half Yearly,110,74.64,52,86,90.48,-3.3,4.6,83.1,Government
2023,Jharkhand,Half Yearly,110,89.76,70,86,85.96,-4.6,5,84.7,Aided
2023,Jharkhand,Half Yearly,110,86.46,54,93,63.07,-1.6,4.5,81.1,Private
2023,Jharkhand,Half Yearly,110,83.53,55,80,73.78,4.8,4.4,99,Government
2023,Jharkhand,Half Yearly,110,89.52,65,98,72.75,2.8,2.3,82.2,Aided
2023,Jharkhand,Half Yearly,110,61.23,50,92,93.35,4.8,3.7,78.7,Private
2023,Jharkhand,Half Yearly,110,41.61,47,84,94.96,-1,3,82.4,Private
2023,Jharkhand,Half Yearly,110,50.45,31,91,73.63,-3,4,92.9,Government
2023,Jharkhand,Half Yearly,110,62.21,62,90,99.06,0.1,3,97.3,Aided
2023,Jharkhand,Half Yearly,110,90.02,42,81,86.46,1.9,3.7,76.1,Private
2023,Jharkhand,Half Yearly,110,46.13,38,93,58.31,-0.9,2,82.9,Aided
2023,Jharkhand,Half Yearly,110,62.66,35,82,97.71,-1.8,4.7,76.2,Private
2023,Jharkhand,Half Yearly,110,71.84,46,99,72.8,2.5,4.2,95.7,Government
2023,Jharkhand,Half Yearly,110,54.27,46,97,57.46,3.9,2.7,79.9,Private
2023,Jharkhand,Half Yearly,110,78.08,65,100,79.85,2.6,4.9,81.4,Government
2023,Jharkhand,Half Yearly,110,44.13,70,100,95.76,1.5,4.8,86.9,Government
2023,Jharkhand,Half Yearly,110,58.3,45,83,64.93,2.5,4.7,78,Private
2023,Jharkhand,Half Yearly,110,69.59,57,86,90.91,0.7,2.9,75.5,Private
2023,Jharkhand,Half Yearly,110,87.81,35,83,62.48,-1.8,2.4,84.7,Private
2023,Jharkhand,Half Yearly,110,57.86,63,85,71.55,4.1,2.7,88.4,Aided
2023,Jharkhand,Half Yearly,110,80.39,44,98,57.42,-0.7,3.5,75.9,Private
2023,Jharkhand,Half Yearly,110,40.48,52,90,56.3,1,4.1,92.1,Government
2023,Jharkhand,Half Yearly,110,73.51,57,99,67.11,-3.7,4.7,87.1,Government
2023,Jharkhand,Half Yearly,110,65.21,61,86,83.73,-2,4.5,95,Aided
2023,Jharkhand,Half Yearly,110,58.22,55,85,64.16,-2.6,2.3,98,Private
2023,Jharkhand,Half Yearly,110,48.21,32,88,96.6,-4.1,3.2,79.7,Aided
2023,Jharkhand,Half Yearly,110,68.64,32,84,69.48,-0.5,2.3,88.1,Private
2023,Jharkhand,Annual,110,72.58,36,84,73.61,-2.5,4.1,81.8,Government
2023,Jharkhand,Annual,110,73.08,33,100,99.68,4.9,3.2,93.4,Private
2023,Jharkhand,Annual,110,52.69,57,92,53.94,-4,4.3,93.8,Private
2023,Jharkhand,Annual,110,67.08,68,97,64.48,4.1,4.6,95,Government
2023,Jharkhand,Annual,110,86.29,60,98,77.31,4.8,3.6,82.2,Private
2023,Jharkhand,Annual,110,67.71,40,98,96.04,-0.8,3.1,79.1,Aided
2023,Jharkhand,Annual,110,74.36,45,98,64.97,-4.1,4.5,87.4,Private
2023,Jharkhand,Annual,110,75.64,47,99,91.14,-0.4,4.3,78.2,Private
2023,Jharkhand,Annual,110,60.86,60,97,72.4,-3,2.7,80.2,Private
2023,Jharkhand,Annual,110,91.91,38,83,64.43,0.3,4.9,90.2,Government
2023,Jharkhand,Annual,110,40.13,32,99,69.06,-4.9,4.7,79.2,Private
2023,Jharkhand,Annual,110,55.01,68,81,55.28,-4.6,4,84.5,Private
2023,Jharkhand,Annual,110,85.27,57,87,98.69,0.7,5,77.3,Government
2023,Jharkhand,Annual,110,60.99,45,89,77.28,3.1,4.9,83,Aided
2023,Jharkhand,Annual,110,75.38,35,98,51.41,-1.5,4.4,99.2,Private
2023,Jharkhand,Annual,110,55.29,44,88,58.65,-0.1,4.6,93.9,Aided
2023,Jharkhand,Annual,110,71.42,70,87,56.95,1.3,3,85.3,Aided
2023,Jharkhand,Annual,110,40.56,49,88,79.85,-0.3,4.1,83.8,Government
2023,Jharkhand,Annual,110,94.83,61,81,72.52,3.9,2.2,79.7,Aided
2023,Jharkhand,Annual,110,71.99,69,88,90.56,-3,3.9,84.4,Private
2023,Jharkhand,Annual,110,50.8,40,97,62.07,1.4,2.5,88.4,Private
2023,Jharkhand,Annual,110,78.64,68,82,85.33,-0.9,2.2,92.8,Government
2023,Jharkhand,Annual,110,83.73,34,87,89.31,2.7,4.5,97.1,Private
2023,Jharkhand,Annual,110,72.99,50,89,95.16,-2.7,2.6,79.6,Government
2023,Jharkhand,Annual,110,43.2,40,97,57.87,2.2,3.9,95.3,Government
2023,Jharkhand,Annual,110,45.92,55,98,62.84,4.3,2.2,93.9,Government
2023,Jharkhand,Annual,110,91.26,61,94,73.98,2,4.7,87.8,Government
2023,Jharkhand,Annual,110,93.74,53,85,56.91,0.5,4.1,92.1,Private
2023,Jharkhand,Annual,110,52.24,42,82,89.57,-3.6,4.8,96.2,Aided
2023,Jharkhand,Annual,110,60.85,57,98,95.35,-3.8,3.2,78.8,Government
2023,Jharkhand,Annual,110,49.27,38,98,79.52,-3.4,4.3,78.2,Government
2023,Jharkhand,Annual,110,47.45,52,86,72.38,0.4,2.6,98,Private
2023,Jharkhand,Annual,110,88.77,63,80,56.75,3.7,3.3,82.3,Aided
2023,Jharkhand,Annual,110,91.02,70,100,78.12,-2.6,4.4,88.8,Aided
2023,Jharkhand,Annual,110,74.95,60,95,52.85,1.7,4.2,95.2,Private
2023,Jharkhand,Annual,110,59.64,61,89,60.49,-3.9,3.1,96.7,Private
2023,Jharkhand,Annual,110,42.68,36,96,55.13,0.1,3.8,90.6,Government
2023,Jharkhand,Annual,110,59.34,51,96,93.66,-0.7,4,84.9,Private
2023,Jharkhand,Annual,110,88.91,38,87,77.94,3.1,3.4,86.4,Government
2023,Jharkhand,Annual,110,58.01,56,96,98.12,-2.6,4.3,96.2,Private
2023,Karnataka,Quarterly,111,44.42,34,87,77.37,-1.5,2.2,85.3,Government
2023,Karnataka,Quarterly,111,87.56,70,83,52.2,-3.6,3.9,94.3,Private
2023,Karnataka,Quarterly,111,74.44,62,99,65.67,-3.5,2.9,78,Private
2023,Karnataka,Quarterly,111,40.35,60,82,53.68,-2.9,2.4,96.2,Government
2023,Karnataka,Quarterly,111,58.07,50,95,61.44,-2.6,4.3,81.8,Government
2023,Karnataka,Quarterly,111,47.92,46,81,65.63,-2.1,3,77.3,Private
2023,Karnataka,Quarterly,111,85.67,35,95,85.34,0.7,3.3,92.5,Private
2023,Karnataka,Quarterly,111,57.55,67,92,64.11,0.1,4.2,85.7,Government
2023,Karnataka,Quarterly,111,94.08,33,90,52.11,0.7,2.3,75.3,Aided
2023,Karnataka,Quarterly,111,81.87,32,95,77.76,-4.7,4.5,93.6,Aided
2023,Karnataka,Quarterly,111,41.99,47,83,70.19,0.9,2.2,94.6,Aided
2023,Karnataka,Quarterly,111,41.97,52,84,50.16,3.2,3.6,84.4,Aided
2023,Karnataka,Quarterly,111,70.56,35,94,61.26,-4.4,4.4,91.3,Private
2023,Karnataka,Quarterly,111,86.36,55,91,80.74,1.2,4.7,84.4,Private
2023,Karnataka,Quarterly,111,67.15,39,98,69.99,-2.1,2.4,96.1,Aided
2023,Karnataka,Quarterly,111,46.27,30,94,98.36,3.9,2.8,98.9,Aided
2023,Karnataka,Quarterly,111,45.85,52,82,72.43,-0.9,3.3,96.5,Aided
2023,Karnataka,Quarterly,111,45.44,66,85,65.32,-3.4,2.1,81.8,Private
2023,Karnataka,Quarterly,111,60.33,67,97,51.38,3.2,3.1,98.6,Aided
2023,Karnataka,Quarterly,111,43.53,65,96,61.03,2,2.4,83.8,Private
2023,Karnataka,Quarterly,111,57.17,46,83,79.29,0,2.7,79.5,Aided
2023,Karnataka,Quarterly,111,42.03,54,85,50.32,-4.8,2,99.1,Aided
2023,Karnataka,Quarterly,111,58.94,65,94,57.66,-1.6,3.8,82.5,Aided
2023,Karnataka,Quarterly,111,80.77,52,82,84.34,-2.9,4.8,86.5,Aided
2023,Karnataka,Quarterly,111,54.17,40,93,60.25,4.6,4.8,79,Private
2023,Karnataka,Quarterly,111,93.36,43,83,59.8,3.2,4.4,91.7,Private
2023,Karnataka,Quarterly,111,55.88,43,89,56.22,-1.1,2.4,95.3,Private
2023,Karnataka,Quarterly,111,85.08,58,83,66.76,-4.3,4.2,88,Government
2023,Karnataka,Quarterly,111,47.32,39,93,62.97,-0.8,4.2,96.6,Private
2023,Karnataka,Quarterly,111,90.27,41,83,81.69,-1.1,4.6,88.8,Private
2023,Karnataka,Quarterly,111,57.58,31,90,63.38,-4.3,3,83,Government
2023,Karnataka,Quarterly,111,44.42,47,99,57.52,-4.7,3.6,77.8,Government
2023,Karnataka,Quarterly,111,94.83,55,92,63.9,2.2,3.8,83.4,Aided
2023,Karnataka,Quarterly,111,87.91,60,94,76.67,-1.4,4.8,83,Government
2023,Karnataka,Quarterly,111,67.98,52,98,59.68,4.9,4,89.4,Private
2023,Karnataka,Quarterly,111,50.41,45,82,55.49,2,4.4,94.7,Government
2023,Karnataka,Quarterly,111,45,37,90,51.71,-0.7,4.4,81.8,Government
2023,Karnataka,Quarterly,111,59.37,62,100,76.71,-4.5,4.1,79.9,Aided
2023,Karnataka,Quarterly,111,46.26,68,91,62.87,3,4.4,90.2,Government
2023,Karnataka,Quarterly,111,81.3,61,95,95.37,3.4,3.9,84.2,Private
2023,Karnataka,Quarterly,111,57.68,31,84,84.4,1.4,2.1,78,Government
2023,Karnataka,Quarterly,111,55.24,33,89,99.43,-3.1,3.7,94,Government
2023,Karnataka,Quarterly,111,49.32,30,96,85.93,0.9,2.6,84.3,Government
2023,Karnataka,Quarterly,111,44.23,64,87,89.11,-0.7,2.8,86.2,Government
2023,Karnataka,Quarterly,111,55.61,65,98,99.09,2,3,99.4,Government
2023,Karnataka,Quarterly,111,57.42,53,97,68.68,2.7,4,94.5,Aided
2023,Karnataka,Quarterly,111,71.77,33,83,88.14,-2.6,3.3,78.6,Government
2023,Karnataka,Quarterly,111,44.73,61,100,61.38,1.5,2.8,93,Private
2023,Karnataka,Quarterly,111,62.51,46,89,61.73,4.6,4.8,85.2,Government
2023,Karnataka,Quarterly,111,44.53,39,88,55.22,0.5,2,90.7,Government
2023,Karnataka,Quarterly,111,52.63,70,88,79.05,-2.4,3.7,95.2,Government
2023,Karnataka,Quarterly,111,57.71,49,89,94.13,3.3,3.7,95,Government
2023,Karnataka,Quarterly,111,85.31,69,95,57.21,-1,4.9,86.9,Private
2023,Karnataka,Quarterly,111,70.64,38,85,99.49,-4.2,3.5,92.2,Government
2023,Karnataka,Quarterly,111,79.88,52,99,61.82,3.8,4.1,85.8,Aided
2023,Karnataka,Quarterly,111,66.35,49,98,88.23,4.3,4.4,85.3,Government
2023,Karnataka,Quarterly,111,93.09,33,91,73.27,-3.3,4.7,95.5,Government
2023,Karnataka,Quarterly,111,48.04,57,89,84.58,-0.2,3.8,96,Aided
2023,Karnataka,Quarterly,111,49.84,70,82,65.53,-3.8,2.7,77.4,Private
2023,Karnataka,Quarterly,111,60.85,58,85,65.74,0.7,3.3,85.4,Private
2023,Karnataka,Quarterly,111,91.51,36,92,56.8,1.5,2.1,91.4,Government
2023,Karnataka,Quarterly,111,42.64,44,89,84.75,-3.9,4.4,96,Aided
2023,Karnataka,Quarterly,111,87.58,31,94,94.74,0.7,4.4,80,Aided
2023,Karnataka,Quarterly,111,46.5,52,99,89.83,2.9,3,75.2,Private
2023,Karnataka,Quarterly,111,74.02,32,98,62.94,-1.7,3.3,96,Aided
2023,Karnataka,Quarterly,111,41.07,43,86,73.16,4.8,2.6,78,Private
2023,Karnataka,Quarterly,111,66.22,39,83,82.62,-2.4,4.9,86.9,Government
2023,Karnataka,Quarterly,111,69.12,34,89,88.44,3.8,3.4,85.8,Government
2023,Karnataka,Half Yearly,111,52.1,52,83,86.18,4.4,2.9,87.1,Private
2023,Karnataka,Half Yearly,111,84.8,35,97,89.65,2.1,2.9,84.9,Private
2023,Karnataka,Half Yearly,111,46.26,63,93,82.61,3.5,3.2,92.2,Government
2023,Karnataka,Half Yearly,111,90.56,69,93,93.8,1.2,4.5,91.9,Private
2023,Karnataka,Half Yearly,111,84.63,39,95,50.99,-0.2,4.5,89,Aided
2023,Karnataka,Half Yearly,111,68.79,67,97,63.16,-3.8,2.2,93,Government
2023,Karnataka,Half Yearly,111,53.56,31,97,68.59,4.1,2.8,77.9,Government
2023,Karnataka,Half Yearly,111,42.09,55,100,84.25,2.8,2.3,80,Private
2023,Karnataka,Half Yearly,111,47.09,66,89,88.91,-3.4,3.2,88.2,Government
2023,Karnataka,Half Yearly,111,93.6,57,98,70.61,4.9,3.7,89.1,Private
2023,Karnataka,Half Yearly,111,40.68,52,93,67.98,-3,2.2,75.9,Government
2023,Karnataka,Half Yearly,111,90.8,42,92,50.57,3.4,2.4,83,Government
2023,Karnataka,Half Yearly,111,62.27,62,85,63.86,3.3,3.1,95.4,Private
2023,Karnataka,Half Yearly,111,90.4,58,98,58.56,4.2,3.1,95.7,Aided
2023,Karnataka,Half Yearly,111,72.93,68,89,93.5,1.7,4,99.7,Private
2023,Karnataka,Half Yearly,111,90.38,30,81,90.93,-1.2,3.2,98.1,Private
2023,Karnataka,Half Yearly,111,64.14,43,96,58.69,-0.5,3.5,85.7,Aided
2023,Karnataka,Half Yearly,111,49.07,34,89,54.82,2.4,3.8,81.7,Private
2023,Karnataka,Half Yearly,111,78.79,51,87,95.1,-2.4,4.9,81.9,Private
2023,Karnataka,Half Yearly,111,78.41,45,99,94.36,0.5,4.4,88.4,Aided
2023,Karnataka,Half Yearly,111,49.68,42,87,87.86,4.8,2.8,91.1,Government
2023,Karnataka,Half Yearly,111,77.26,56,87,88.78,0,3.4,77.6,Government
2023,Karnataka,Half Yearly,111,41.36,34,90,56.1,5,3.7,80.4,Private
2023,Karnataka,Half Yearly,111,75.71,70,98,95.96,-4.8,4,85.3,Government
2023,Karnataka,Half Yearly,111,57.29,42,95,75.47,-0.2,2.6,98.2,Government
2023,Karnataka,Half Yearly,111,69.16,69,92,57,3.4,2.8,91,Aided
2023,Karnataka,Half Yearly,111,93.01,65,86,51.77,-3.1,4.1,84.3,Private
2023,Karnataka,Half Yearly,111,45.03,41,89,65.25,3.6,3.5,82.3,Government
2023,Karnataka,Half Yearly,111,89.52,36,83,61.99,2.2,2.9,80.9,Private
2023,Karnataka,Half Yearly,111,93.75,56,90,95.54,3.3,3.8,79,Government
2023,Karnataka,Half Yearly,111,88.7,45,88,60.48,3.7,3.8,86.4,Aided
2023,Karnataka,Half Yearly,111,43.7,58,83,95.01,3.2,2.8,82.1,Private
2023,Karnataka,Half Yearly,111,55,66,97,83.67,-3.2,4.5,92.5,Private
2023,Karnataka,Half Yearly,111,45.67,63,89,70.72,-1.3,3.4,84.7,Private
2023,Karnataka,Half Yearly,111,70.01,59,88,72.58,-0.2,2.9,85.3,Government
2023,Karnataka,Half Yearly,111,60.89,33,100,91.41,-0.9,2.3,77.6,Aided
2023,Karnataka,Half Yearly,111,81.43,66,80,92.66,3.6,2.6,97.1,Government
2023,Karnataka,Half Yearly,111,53.42,45,89,91.2,1.4,2.7,97.8,Private
2023,Karnataka,Half Yearly,111,48.65,34,84,52.02,-4.5,3.8,92.5,Private
2023,Karnataka,Half Yearly,111,44.65,46,83,57.41,-0.3,4.4,94.6,Aided
2023,Karnataka,Half Yearly,111,65.73,31,95,67.65,-4.6,2.2,99,Private
2023,Karnataka,Half Yearly,111,40.96,69,91,99.53,2.7,3.9,77.3,Private
2023,Karnataka,Half Yearly,111,70.01,47,93,94.41,1.2,4.5,82.4,Government
2023,Karnataka,Half Yearly,111,82.49,38,95,85.79,4,2.5,87.5,Aided
2023,Karnataka,Half Yearly,111,70.44,34,100,66.7,4.3,2,90.1,Government
2023,Karnataka,Half Yearly,111,89.54,69,98,93.55,-1.2,3.5,84,Private
2023,Karnataka,Half Yearly,111,89.66,51,89,78.91,1.7,2.4,95,Private
2023,Karnataka,Half Yearly,111,86.65,43,83,67.04,1,3.8,83.7,Private
2023,Karnataka,Half Yearly,111,94.43,44,91,76.81,-1.2,3,89.6,Aided
2023,Karnataka,Half Yearly,111,50.49,41,87,56.12,3.8,2.4,75.9,Government
2023,Karnataka,Half Yearly,111,87.3,67,97,84.7,-3.1,2.1,84.7,Aided
2023,Karnataka,Half Yearly,111,86.35,54,80,53.69,1,3.6,82.3,Aided
2023,Karnataka,Half Yearly,111,70.2,59,100,97.43,1.9,4.7,93.9,Private
2023,Karnataka,Half Yearly,111,47.01,50,96,78.07,5,4.2,94.4,Private
2023,Karnataka,Half Yearly,111,51.64,32,84,98.74,-0.2,3,91.9,Aided
2023,Karnataka,Half Yearly,111,85.96,65,86,83.19,-1.2,3.1,78.7,Government
2023,Karnataka,Half Yearly,111,84.16,33,85,84.64,-2.5,3.8,93.4,Private
2023,Karnataka,Half Yearly,111,57.54,35,93,94.46,-4.2,4.8,96.1,Aided
2023,Karnataka,Half Yearly,111,82.28,31,100,92.86,2.7,4.6,77.3,Aided
2023,Karnataka,Half Yearly,111,65.33,64,91,61.28,2.7,3,80.1,Government
2023,Karnataka,Half Yearly,111,56.14,62,96,68.1,2,3.9,83.3,Private
2023,Karnataka,Half Yearly,111,75.95,36,89,66.3,4.4,3.6,99.3,Private
2023,Karnataka,Half Yearly,111,85.04,63,92,82.56,-2.2,2.9,93.3,Government
2023,Karnataka,Half Yearly,111,49.89,55,96,90.45,2.6,3.5,75.4,Aided
2023,Karnataka,Annual,111,90.98,69,89,71.82,4.8,3.1,85.9,Aided
2023,Karnataka,Annual,111,65.73,70,98,57.85,1.2,3.6,78.4,Private
2023,Karnataka,Annual,111,63.4,65,81,88.44,1,3,85.6,Aided
2023,Karnataka,Annual,111,48.84,47,82,73.23,-3,4.5,79.4,Government
2023,Karnataka,Annual,111,87.64,49,84,66.78,3.9,3.7,86.1,Private
2023,Karnataka,Annual,111,75.64,49,99,68.52,3.6,4.5,92.1,Private
2023,Karnataka,Annual,111,92.27,46,95,61.99,3,2.3,77.1,Aided
2023,Karnataka,Annual,111,82.1,32,80,63.24,4,3.4,81.6,Private
2023,Karnataka,Annual,111,60.48,57,87,77.92,2,2.8,86.7,Private
2023,Karnataka,Annual,111,84.41,36,100,64.82,3.6,4.8,88.2,Government
2023,Karnataka,Annual,111,45.79,42,82,56.53,-3.8,4.5,95.8,Private
2023,Karnataka,Annual,111,63.37,66,81,71.15,0.3,3,80.3,Government
2023,Karnataka,Annual,111,74.61,40,89,58.49,-1,3.8,79.5,Aided
2023,Karnataka,Annual,111,45.57,41,97,74.81,-1.3,3,84.1,Aided
2023,Karnataka,Annual,111,40.44,49,96,93.01,1,4.5,76.9,Private
2023,Karnataka,Annual,111,73.69,58,80,61.13,4.3,4.1,92,Aided
2023,Karnataka,Annual,111,41.58,67,92,94.86,2.9,4,82.1,Aided
2023,Karnataka,Annual,111,62.41,47,97,56.5,3.8,3.9,84,Government
2023,Karnataka,Annual,111,62.84,31,94,92.29,4,2.7,86.7,Government
2023,Karnataka,Annual,111,49.27,35,89,79.34,-0.8,4.5,96.2,Aided
2023,Karnataka,Annual,111,76.46,59,91,81.88,-4.8,4.1,89.5,Government
2023,Karnataka,Annual,111,83.97,38,90,57.49,-1,3.3,89.2,Private
2023,Karnataka,Annual,111,93.97,62,89,80.34,-1.8,4.3,80.4,Government
2023,Karnataka,Annual,111,43.7,44,86,71.74,-1.8,4,80.8,Aided
2023,Karnataka,Annual,111,73.29,62,88,72.48,4.8,4.4,89.3,Private
2023,Karnataka,Annual,111,90.73,45,98,77.11,-1.7,2,97.7,Government
2023,Karnataka,Annual,111,79.9,70,89,62.55,4,3.6,90.8,Government
2023,Karnataka,Annual,111,84.1,33,85,64.96,0.9,3.7,76.7,Private
2023,Karnataka,Annual,111,74.2,60,84,79.36,-3.1,3.4,77.2,Private
2023,Karnataka,Annual,111,59.3,68,100,68.85,3.3,4.5,77.2,Private
2023,Karnataka,Annual,111,46.48,46,90,70.17,1.5,4.5,82.3,Private
2023,Karnataka,Annual,111,81.07,70,91,59.01,1.4,2.8,82.5,Private
2023,Karnataka,Annual,111,70.13,70,94,50.67,-3.3,3.8,80.8,Private
